stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,easting,northing
2276,Sandford Park LVL (Chelt),51.893887,-2.068696,2.066,0.05,1.25,0.151,395369.5303675491,221706.32507115367
2277,Cheyney Close,51.848593,-2.220433,1.072,-0.009,1.5,0.012,384912.5275090399,216689.3372822913
2279TH,Brimpton,51.379146,-1.185549,1.819,0.033,1.34,0.081,456780.5382721487,164769.56043307914
2293TH,Beech Hill,51.385195,-1.002649,2.244,0.5640000000000001,2.0,0.619,469500.5532979632,165599.48286076298
2298TH,Blakes Lock,51.456172,-0.954614,0.802,-0.5,0.2,0.0,472730.576861136,173539.456039177
2301TH,Sonning Lock,51.473138,-0.917727,1.05,-0.1,0.257,0.068,475265.56169157586,175463.48333465657
2302TH,Shiplake Lock,51.501042,-0.886307,0.967,-0.18,0.3,0.006,477400.5740189823,178599.44469985037
2320,Lydbrook,51.85366,-2.578653,7.551,0.32,4.0,0.42,360241.55313202343,217388.3030543096
2401TH,Pyotts Bridge,51.278294,-1.045224,1.447,0.975,1.35,0.95,466692.54355305055,153671.5920983079
2406TH,Chineham,51.296962,-1.056426,1.273,0.227,1.745,0.258,465884.5429069192,155737.55033370393
2409TH,Longbridge Mill,51.3188,-1.019874,0.88,0.156,0.55,0.183,468400.5516266281,158199.52146105343
2419TH,Tongham,51.237339,-0.736289,1.79,0.542,1.9,0.5630000000000001,488318.5506764965,149442.57225953732
2420_w1TH,Sheepbridge Weir Mill Stream,51.381826,-0.966655,1.36,0.016,0.75,0.157,472010.53361548437,165259.49091578418
2420_w2TH,Sheepbridge,51.381826,-0.966655,1.391,0.01,0.89,0.08,472010.53361548437,165259.49091578418
2421TH,RIVER LODDON AT SHEEPBRIDGE FLUME,51.38187,-0.966582,2.066,0.05,1.25,0.151,472015.54486003466,165264.4557502344
2423TH,Cove Hazel Avenue,51.291321,-0.774462,1.65,0.14,1.83,0.18,485553.55778663844,155400.5925061993
2425,Bodiam Avenue Relief Channel,51.832287,-2.270144,2.482,-0.157,1.5,-0.001,381481.5154522874,214887.27884144886
2427TH,Farnborough,51.29741,-0.739058,1.939,0.268,1.6,0.363,488010.5709287717,156119.52780384815
2431TH,Blackwater Bridge,51.330889,-0.775604,2.62,0.765,2.0,1.046,485400.5367539841,159799.52137320797
2432TH,Mayfield Road,51.306404,-0.772253,2.5700000000000003,0.483,2.0,0.795,485679.53851862496,157080.50402942774
2435TH,Eversley,51.356292,-0.888384,1.7000000000000002,0.5,1.4,0.601,477500.5596945158,162499.51882439305
2442TH,Lodge Farm,51.263973,-0.950093,0.623,0.02,0.439,0.097,473350.57409825915,152169.52772195972
2451TH,Crondall Pond,51.232867,-0.864146,1.19,-0.4,0.8,-0.35,479400.57061966765,148799.5289476548
2453TH,Redlands Lane,51.237321,-0.859739,1.63,0.51,1.1,0.6000000000000001,479700.56832708395,149299.60864121458
2455TH,Crookham Village,51.262934,-0.867562,1.4,0.343,1.36,0.358,479110.54339816154,152139.5126368648
2458TH,Bramshill,51.32671,-0.917374,1.81,0.054,1.325,0.095,475530.51856833184,159179.54172153017
2469_w1TH,Swallowfield,51.377564,-0.952526,1.481,0.064,0.95,0.189,473000.56283748645,164799.4610257762
2469_w2TH,Swallowfield Side Channel,51.377564,-0.952526,1.687,0.126,0.728,0.189,473000.56283748645,164799.4610257762
2473TH,Arborfield Bridge,51.403467,-0.933245,1.392,0.102,1.192,0.278,474300.57777433115,167699.48109135838
2481TH,Sindlesham Mill,51.426522,-0.898188,1.454,0.052,0.56,1.19,476700.55632600276,170299.49963464373
2486TH,Wokingham,51.40345,-0.836924,2.329,0.368,1.2,0.395,481000.54419319786,167799.47303416108
2490TH,Twyford,51.484806,-0.880942,3.43,0.233,2.255,0.504,477800.55372687016,176799.48895932085
2495TH,Marsh Lock,51.528776,-0.885703,1.633,-0.45,0.4,0.111,477395.5488968345,181684.44080993888
2497TH,Hurley Lock,51.55135,-0.808421,0.516,-0.076,0.2,0.023,482715.559070662,184279.38818255186
2499TH,Marlow Lock,51.567382,-0.769176,1.239,-0.022,0.449,0.06,485406.54503121716,186107.38227217484
2511,Windyridge Road,51.91699,-2.086745,1.461,0.17,0.618,0.22,394130.56382904644,224277.27023375776
2512,Hucclecote,51.857643,-2.180344,1.607,0.063,2.0,0.074,387676.5069016257,217688.30227890422
2513,Eastington,51.753386,-2.322244,2.211,0.198,0.857,0.287,377852.5625501766,206126.37440035288
2514,Cam,51.699985,-2.360238,2.651,0.54,0.87,0.578,375200.54104881966,200199.3699627443
2515,Stoke Prior,52.306762,-2.076947,2.143,0.064,0.362,0.127,394850.5728443291,267630.15819004964
2516,Halesowen,52.462884,-2.061427,2.718,0.451,0.786,0.454,395923.5734544355,284995.12605918496
2531,Leominster Osbourne Place LVL,52.231172,-2.743719,2.066,0.05,1.25,0.151,349302.52283496613,259480.16863627353
2532,Leominster Upper Marsh LVL,52.233318,-2.73409,2.066,0.05,1.25,0.151,349962.5727904174,259712.1576087663
2546TH,High Wycombe FD,51.627385,-0.748786,2.066,0.05,1.25,0.151,486705.55624702957,192804.43833946416
2548,Orleton Millbrook Way,52.300223,-2.751592,2.066,0.05,1.25,0.151,348844.53240354813,267166.17559140903
2549,Slad Steanbridge Lane,51.767788,-2.179956,2.066,0.05,1.25,0.151,387678.5206462177,207694.34431359533
2550TH,Wycombe Wye,51.635466,-0.76901,0.609,-0.137,1.0,0.0,485290.5660945375,193679.3814582407
2569TH,Wycombe Hugh,51.635574,-0.753691,0.65,-0.375,0.255,-0.23,486350.5142159885,193709.36153371204
2590TH,Bourne End Wye,51.571155,-0.708557,0.47,0.06,0.38,0.114,489600.55291263305,186599.42031965923
2601TH,Cookham Lock,51.560993,-0.694635,1.464,-0.239,0.6000000000000001,0.0,490585.5518486624,185486.418227521
2602TH,Boulters Lock,51.532713,-0.699466,1.134,-0.217,0.3,0.0,490306.57952557603,182335.40551805467
2603,Cambridge,51.730432,-2.362218,1.375,0.032,1.25,0.141,375080.5191639468,203586.3686478487
2603TH,Taplow,51.529307,-0.697199,1.806,-0.026,3.21,1.0,490470.5641461417,181959.4186354437
2604TH,Maidenhead,51.524146,-0.702103,3.866,1.127,3.55,2.27,490140.5706885855,181379.41601468076
2606,Deerhurst,51.969234,-2.193572,6.382,0.364,4.492,0.502,386798.54320307303,230102.2775396321
2607,Bromsberrow LVL,51.996906,-2.373352,2.066,0.05,1.25,0.151,374463.5747126165,233228.27735918955
2607TH,Bray Lock,51.509305,-0.69032,1.608,-0.119,0.5,0.096,490987.5363959628,179743.5041429267
2608,Boreton Bridge LVL,52.65661,-2.716578,2.066,0.05,1.25,0.151,351625.55446856475,306783.9427512392
2609,Kites Hardwick,52.313513,-1.314911,2.512,-0.137,1.138,0.01,446800.56870973995,268599.0761251074
2611,Stanford River LVL,52.417555,-1.126182,2.066,0.05,1.25,0.151,459526.55399248784,280310.1163625529
2613,Southam,52.260974,-1.408027,3.328,0.045,0.682,0.085,440500.5141219391,262699.1958168892
2613TH,Warfield,51.436318,-0.747222,2.9619999999999997,1.67,2.9,1.719,487177.5563476059,171557.4969709581
2615,Bidford on Avon,52.164097,-1.857348,4.426,0.895,2.6,0.955,409854.51324314735,251768.1959609856
2616,Kempsey Yacht Club,52.158602,-2.219449,7.489,0.475,5.0,0.512,385084.50903531775,251170.19240010274
2617,Chalford,51.723887,-2.130978,0.76,0.021,0.5,0.033,391049.5704199059,202804.4054250015
2618,Sandhurst,51.887415,-2.252167,5.376,0.34,3.0,0.515,382741.5329363514,221014.3480090172
2619,Sandhurst,51.887632,-2.251427,5.35,0.47,2.79,0.5700000000000001,382792.5464857715,221038.3072708542
2620TH,Binfield,51.433827,-0.773574,1.018,-0.088,0.8150000000000001,0.125,485350.52109902544,171249.489477554
2621,Henley River,52.29694,-1.777373,2.426,0.369,0.546,0.387,415279.5664644173,266558.11395567685
2625,Ludlow Teme,52.36409,-2.706474,5.223,0.834,3.0,0.856,351990.5379625615,274239.1338942161
2626,Feckenham,52.248746,-1.994455,2.465,0.047,1.25,0.074,400475.53837540746,261174.16359940002
2627,Kenilworth,52.352672,-1.567041,2.384,0.627,1.44,0.655,429586.5470647887,272822.1431945304
2629,Lydney,51.72971,-2.534804,1.343,0.101,0.7000000000000001,0.131,363160.50848041475,203579.36657832313
2634,Burford Bridge,52.311774,-2.625404,4.775,0.52,1.5,0.531,357460.53549765225,268369.14776896354
2635,Cox's Meadow Storage Area,51.890714,-2.066105,4.4,0.0,0.2,0.0,395547.50774618314,221353.24544013763
2636,Mor Brook LVL,52.509532,-2.429445,2.066,0.05,1.25,0.151,370950.5495806961,290269.0191712575
2639,Dutlas,52.394857,-3.160345,2.535,0.001,0.6000000000000001,0.024,321140.5231755743,278060.1236932329
2641,Wightwick,52.582389,-2.192192,1.334,0.188,0.406,0.197,387074.5496286708,298303.9941440869
2642,Worcester (Barbourne),52.206967,-2.235272,5.791,0.487,3.35,0.548,384019.53485526325,256553.19669463686
2644,Sandhurst Horn's Ditch,51.888033,-2.253216,3.927,-0.031,1.5,0.1,382669.5752994255,221083.33506278918
2646,Stanford Bridge,52.28899,-2.418688,6.075,0.151,1.367,0.221,371538.5075478416,265733.1927359159
2648,Toddington,51.999754,-1.952083,1.744,0.29,0.53,0.31,403386.5155639954,233480.21918519077
2649,Clay Coton,52.387107,-1.128914,2.4130000000000003,0.002,1.36,0.031,459381.5373609595,276921.1287761007
2650,Arle,51.91358,-2.100884,2.976,0.109,0.662,0.343,393157.5641009465,223899.25163445002
2653,Merestones Road,51.88594,-2.093645,2.75,0.04,0.32,0.08,393651.5311281985,220824.3480692647
2654,Cox's Flume,51.889602,-2.062354,2.167,0.176,1.3,0.24,395805.5437419887,221229.3356957144
2655TH,Raymill Road,51.528985,-0.716959,1.467,0.13,1.3,0.161,489100.5142749133,181899.39357655044
2660,Prestbury Road,51.907359,-2.061419,0.32,0.0,0.05,0.0,395871.56484951114,223204.28854121373
2661,Witcombe,51.840037,-2.142115,1.757,0.337,0.356,0.113,390305.5136462901,215724.2707817873
2662,Abbeymead Avenue,51.840929,-2.202237,1.289,0.046,0.265,0.081,386163.5685954146,215833.2840019189
2666,Matson Place,51.85211,-2.233328,2.066,0.05,1.25,0.151,384025.52493947564,217083.27797353143
2667,Bondend Road,51.834606,-2.193371,1.55,0.183,1.5,0.216,386772.5277006193,215128.36132137617
2669,Shifnal,52.67455,-2.379329,1.194,0.096,0.24,0.116,374448.52080925513,308606.0184790458
2670,Saintbridge,51.848419,-2.217412,4.5,-0.107,0.042,-0.006,385120.56770325813,216669.35844411489
2671,Moorend Road,51.883138,-2.061691,1.737,0.27,0.49,0.3,395850.560603998,220510.34505671717
2694TH,The Binghams,51.506197,-0.710164,2.038,0.748,1.71,0.776,489616.51936528814,179373.4114475543
2698TH,Romney Lock,51.491873,-0.604104,1.259,-0.195,0.5,0.096,497007.5712241259,177915.47168944133
2700,Abbey Mill GATE,51.991326,-2.162837,2.066,0.05,1.25,0.151,388915.5340729138,232554.29389119815
2700TH,Windsor Park,51.485795,-0.589124,5.724,-0.079,4.25,3.22,498060.5438523529,177259.47686919995
2702TH,Bell Weir,51.438166,-0.537257,1.335,-0.067,0.3,0.08,501767.52050287375,172033.42301670878
2703TH,Old Windsor Lock,51.463198,-0.569077,1.941,-0.404,0.349,0.096,499501.5385977664,174773.51028816772
2705,Church Stretton,52.5405,-2.801605,0.59,-0.06,0.35,0.02,345730.5547018119,293929.09311118606
2706,Wombourne LVL,52.531154,-2.204277,2.066,0.05,1.25,0.151,386239.5406666828,292607.04520111653
2711,Sedgeberrow,52.04668,-1.963362,3.602,0.23,2.1,0.29,402609.56719774584,238699.18941629707
2802TH,Waxwell Lane,51.602909,-0.384264,1.173,0.073,1.0,0.148,511996.5297189121,190577.3939372013
2803TH,"Pinner, Avenue Road",51.597129,-0.381769,1.062,-0.033,1.2,0.025,512183.5425117171,189938.43125575065
2804TH,"Pinner, Eastcote Road",51.589297,-0.381167,2.537,0.115,1.2,0.288,512244.5232801771,189068.370991159
2805TH,"Howletts Lane, Ruislip (Temporary)",51.58453,-0.439448,1.049,0.023,0.8200000000000001,0.023,508218.53876288264,188450.45739062547
2807TH,Ruislip,51.58043,-0.426065,1.833,0.13,1.2,0.136,509155.53287565015,188014.37486780641
2808TH,Radlett,51.682315,-0.315607,1.602,0.006,1.574,0.3,516547.5556394504,199515.32811105897
2809TH,Mimmshall Brook,51.706896,-0.217824,1.799,0.904,1.8,0.151,523240.5781301038,202409.39507306635
2810TH,North Mymms,51.718066,-0.219123,2.351,-0.171,1.5,0.046,523120.5166238465,203649.40036125106
2813TH,Markyate,51.838108,-0.461149,0.62,0.0,1.08,-0.018,506120.55030711583,216619.3474561483
2814TH,London Colney,51.719476,-0.289861,2.722,0.747,1.85,0.939,518230.573340808,203689.33729123574
2815TH,Redbourn,51.794792,-0.393076,0.754,-0.228,0.6000000000000001,-0.138,510916.5672678538,211903.30843024148
2816TH,Redbourn,51.793132,-0.396615,0.994,-0.601,0.8,-0.247,510676.57884226984,211713.32342332575
2819TH,Colney Street,51.704664,-0.336052,0.56,0.002,0.539,0.064,515077.53235055896,201968.34259391052
2821TH,Borehamwood,51.668568,-0.287687,2.19,0.8240000000000001,1.8,0.8270000000000001,518513.5265472487,198031.43837908356
2830,Hayes Basin,52.735118,-2.960681,4.13,0.96,0.97,0.91,335230.5296234511,315709.0037037369
2830TH,Watford,51.670654,-0.380235,1.69,0.014,0.8190000000000001,0.12,512108.53123954736,198117.42579251053
2831,Cae Howel,52.74738,-2.971662,6.265,0.893,4.779,0.933,334507.51165645284,317082.9322865054
2832,Maesbrook,52.779686,-3.037866,1.754,0.073,1.26,0.105,330090.5422444701,320738.91403591505
2833,Cae Howel,52.747481,-2.972523,2.066,0.05,1.25,0.151,334449.54529082804,317094.95227590384
2841TH,"Hemel Hempstead, Bury Mill",51.757619,-0.475391,0.6950000000000001,0.013,0.8300000000000001,0.066,505326.5501204167,207647.29353707048
2844TH,"Hemel Hempstead, Old Fishery Lane",51.744674,-0.49654,1.798,0.539,1.99,0.639,503896.5757657525,206177.35277007744
2846TH,"Hemel Hempstead, Two Waters Road",51.741057,-0.47337,1.188,0.085,0.75,0.205,505504.57621053397,205808.3145901717
2849TH,Croxley Green,51.645553,-0.436992,0.418,0.025,1.3,0.073,508243.5669117732,195240.42081611452
